EmployeeNumber,TotalWorkingYears,PercentSalaryHike,NumCompaniesWorked,YearsAtCompany,MonthlyRate,HireDate,WorkLifeBalance,StandardHours,EmployeeCount,EducationField,BusinessTravel,OverTime,DistanceFromHome,HourlyRate,YearsInCurrentRole,PerformanceRating,DailyRate,Attrition,Gender,Over18,JobInvolvement,TrainingTimesLastYear,YearsSinceLastPromotion,ManagerComments,JobLevel,StockOptionLevel,Age,JobSatisfaction,Department,MonthlyIncome,EnvironmentSatisfaction,MaritalStatus,RelationshipSatisfaction,YearsWithCurrManager,Education,JobRole
1345,18,13,0,0,18554,07/03/10,2,80,1,Medical,Travel_Frequently,No,1,52,0,3,908,yes,MALE,Y,3,2,0,Exceeded expectations,2,0,45,4,Research & Development,7796,4,SINGLE,3,0,1,Laboratory Technician
1346,0,15,,0,7151,02/10/22,3,80,1,Technical Degree,Frequently,Yes,28,59,0,3,961,YES,F,Y,2,2,0,New hire,1,2,23,1,Research and Development,6178,2,M,4,0,4,Laboratory Technician
1347,8,17,3,8,8406,03/07/13,2,80,1,Life Sciences,non-travel,NO,1,38,6,4,1363,NO,FEMALE,Y,2,4,0,Good performer,2,1,18,3,Saless,9759,3,Married,2,0,4,Manager
1348,2,11,1,2,16294,11/07/17,3,80,1,Human Resources,Travel_Rarely,no,12,88,2,3,778,No,M,Y,1,3,1,,1,0,45,,sales,4214,2,Married,2,2,4,Sales Executive
1349,2,22,4,2,16893,02/08/21,4,80,1,Medical,Rarely,N,12,57,2,3,1436,NO,MALE,Y,3,3,0,Remote worker,2,0,24,3,Research & Development,10939,3,married,4,2,4,Research Scientist
1350,,11,2,3,2188,14/07/12,3,80,1,Medical,travel_rarely,NO,2,62,3,3,830,1,m,Y,3,0,0,Transferred from other dept,3,0,34,3,R&D,11469,3,divorced,3,2,3,Research Director
1351,0,15,2,0,15073,24/01/16,4,80,1,Medical,Travel Rarely,no,1,76,0,3,540,N,female,Y,3,2,0,,3,0,26,3,Research and Development,9435,2,Married,2,0,3,Healthcare Representative
1352,1,19,1,1,23062,02/11/17,4,80,1,Human Resources,No Travel,yes,1,51,1,4,1032,no,F,Y,2,5,1,Flight risk,1,1,20,4,Research&Development,5553,1,divorced,4,0,3,Research Scientist
1353,10,17,1,2,9145,04/06/04,1,80,1,Life Sciences,Travel Rarely,No,9,58,1,3,1002,0,M,Y,2,3,2,Flight risk,2,0,41,,Research&Development,nan,4,married,1,2,1,Laboratory Technician
1354,6,11,2,2,7927,06/10/23,2,80,1,Marketing,Travel Rarely,no,8,63,2,3,232,FALSE,m,Y,4,4,2,,4,0,43,4,Research&Development,14651,4,S,3,2,3,Laboratory Technician
1355,15,23,1,5,2599,05/01/23,3,80,1,Medical,Travel Rarely,N,12,71,0,3,818,No,female,Y,1,2,4,Top performer,1,1,31,4,SALES,4935,3,SINGLE,1,4,4,Sales Executive
1356,0,23,4,0,15133,21/09/05,2,80,1,Life Sciences,travel_rarely,No,22,81,0,4,150,FALSE,MALE,Y,3,4,0,Average,4,0,18.0 years,2,Sale,14111,4,M,3,0,3,Manager
1357,21,22,2,4,14209,04-13-2010,3,80,1,Marketing,Travel_Rarely,No,9 km,76,4,3,717,0,M,Y,1,1,1,Recently promoted,1,0,32,4,Research&Development,3632,1,S,3,1,3,Laboratory Technician
1358,40,15,3,1,13524,16/08/08,1,80,1,Medical,Travel Rarely,Y,1 km,80,1,4,491,Yes,male,Y,2,0,0,Excellent team player,3,1,40,1,Research&Development,$12485.0,,single,4,0,2,Healthcare Representative
1359,0,18,2,0,16317,07/07/23,3,80,1,Medical,Travel_Rarely,NO,2,74,0,4,795,1,FEMALE,Y,4,3,0,Key talent,2,0,23.0 years,4,,6265,2,divorced,4,0,3,Research Scientist
1360,34,18,,3,23685,01/10/22,3,80,1,Life Sciences,Non Travel,N,14,63,2,3,622,NO,M,Y,2,3,0,High potential,2,2,38,2,SALES,nan,3,DIVORCED,3,1,4,Sales Executive
1361,2,22,1,1,21960,17/06/15,3,80,1,Medical,Travel_Rarely,No,1,50,1,4,607,NO,M,Y,3,2,0,,4,2,36,3,Sale,14551,4,MARRIED,2,0,4,Sales Executive
1362,11,12,1,11,11145,04-13-2014,3,80,1,Medical,Travel_Rarely,Yes,1,42,11,3,453,No,FEMALE,Y,3,3,0,Meets expectations,1,0,42.0 years,4,Saless,7404,1,SINGLE,4,5,3,Sales Representative
1363,3,17,1,1,16357,06/08/11,4,80,1,Life Sciences,Travel_Frequently,No,9,83,1,4,966,0,m,Y,3,3,0,Meets expectations,1,0,38,4,Research&Development,4471,4,S,3,1,4,Laboratory Technician
1364,7,20,3,4,23577,05/02/14,2,80,1,Life Sciences,Travel_Rarely,N,4,54,4,3,1072,0,male,Y,4,5,4,Needs improvement,2,0,28.0 years,4,Sale,9051,3,SINGLE,3,4,3,Sales Representative
1365,7,15,4,1,11817,02/10/10,3,80,1,Human Resources,travel_frequently,no,20,50,1,3,1055,N,M,Y,2,1,1,Transferred from other dept,3,0,47,,Research & Development,nan,,Married,2,1,4,Research Scientist
1366,4,19,0,1,3870,03/09/15,1,80,1,Medical,Travel_Frequently,yes,8,30,0,3,195,N,MALE,Y,1,1,0,Meets expectations,1,3,35,2,Research & Development,6222,4,Divorsed,1,1,3,Research Scientist
1367,12,13,1,2,22645,23/03/16,1,80,1,Marketing,non-travel,NO,1 km,87,0,3,205,no,F,Y,2,5,2,Key talent,3,0,36,4,Research&Development,10533,4,Married,3,2,3,Research Scientist
1368,9,11,1,9,20408,15/08/22,1,80,1,Medical,travel_frequently,no,23,98,1,3,777,YES,MALE,Y,3,3,3,Average,2,2,28,2,R&D,6363,1,S,3,3,3,Research Scientist
1369,7,23,2,2,14521,09/11/21,3,80,1,Life Sciences,Travel_Rarely,no,2,42,2,3,612,No,M,Y,3,3,0,Transferred from other dept,1,1,33,4,Sale,1688,3,married,2,0,4,Sales Representative
1370,40,14,0,8,23878,29/10/18,3,80,1,Life Sciences,travel_rarely,Yes,3,81,0,3,1365,FALSE,Male,Y,4,0,2,Needs improvement,3,2,29,4,Sale,10605,,MARRIED,1,0,5,Sales Representative
1371,28,17,3,1,7453,01-15-2007,1,80,1,Life Sciences,Travel Rarely,No,4,52,1,4,955,NO,f,Y,1,5,0,Recently promoted,1,1,35,4,R&D,6767,1,Married,2,0,1,Laboratory Technician
1372,31,11,1,0,3827,17/02/06,3,80,1,Medical,Travel Rarely,N,1,50,0,3,889,0,female,Y,4,4,0,Needs improvement,2,1,52,3,research & development,$6313.0,4,MARRIED,1,0,1,Laboratory Technician
1373,21,12,1,7,23086,11-22-2022,1,80,1,,Travel Rarely,Yes,5,35,3,3,614,NO,m,Y,1,4,1,,1,1,24,3,Research and Development,6050,1,Married,1,4,5,Research Scientist
1374,2,24,1,2,18923,08/02/23,3,80,1,Medical,Travel_Rarely,No,1,49,0,4,997,N,m,Y,1,5,1,Average,2,2,22,3,research & development,6574,1,Single,3,2,3,Research Scientist
1375,4,15,2,3,18225,04-25-2018,3,80,1,Life Sciences,Travel Frequently,NO,4,69,3,4,1184,FALSE,female,Y,3,3,0,New hire,2,0,50.0 years,3,research & development,8159,2,SINGLE,4,1,3,Research Scientist
1376,2,19,3,1,9202,15/03/22,4,80,1,Medical,Rarely,no,3,38,0,3,1107,0,m,Y,4,2,1,Top performer,2,3,nan,2,Sale,9061,2,Divorced,4,0,3,Sales Representative
1377,40,24,3,0,6438,31/01/14,3,80,1,Life Sciences,Rarely,No,11,79,0,3,1417,NO,Female,Y,2,3,0,Exceeded expectations,2,1,30,4,Human Resources,nan,1,SINGLE,4,0,1,Human Resources
1378,1,11,1,1,21885,09/12/22,3,80,1,Life Sciences,Rarely,no,13,57,0,3,836,no,FEMALE,Y,2,4,1,Recently promoted,2,0,46,1,SALES,8255,,Single,2,1,4,Sales Executive
1379,4,22,2,4,14139,30/05/10,2,80,1,Human Resources,Travel Frequently,No,1,40,3,3,401,Y,female,Y,3,4,2,Meets expectations,1,3,31,3,Sale,4377,3,single,1,0,4,Sales Executive
1380,2,14,1,0,13218,06/11/18,2,80,1,Medical,travel_frequently,no,3,85,0,4,1293,N,MALE,Y,4,3,0,On PIP,2,2,nan,3,Research and Development,9057,3,S,3,0,3,Healthcare Representative
1381,2,22,3,2,14924,04/01/21,3,80,1,Medical,Rarely,no,3,64,0,3,745,NO,M,Y,4,2,2,Excellent team player,5,2,43,2,Research and Development,17352,1,M,3,1,3,Manufacturing Director
1382,2,24,0,1,21921,08/03/13,3,80,1,Life Sciences,travel_frequently,No,1,54,0,3,1164,0,Female,Y,2,4,0,,4,0,32,1,Research and Development,14084,3,DIVORCED,4,1,4,Manufacturing Director
1383,10,13,1,3,8716,12/03/09,4,80,1,Technical Degree,travel_rarely,Y,12 km,48,3,3,330,0,MALE,Y,4,3,3,Remote worker,1,3,56.0 years,4,R&D,7337,3,M,1,0,1,Laboratory Technician
1384,,24,2,0,18088,04-23-2018,4,80,1,Medical,Travel_Rarely,No,9,60,0,3,837,Y,MALE,Y,2,2,0,On PIP,1,1,31,3,Sale,5993,3,M,4,0,4,Sales Executive
1385,8,15,0,2,8818,21/04/19,4,80,1,Marketing,Rarely,NO,1,79,0,3,1096,FALSE,female,Y,3,3,0,On PIP,4,1,nan,4,Research & Development,12964,2,M,3,1,2,Research Director
1386,17,15,3,0,24584,06/07/07,4,80,1,Life Sciences,Travel_Rarely,NO,3,92,0,3,396,0,F,Y,2,6,0,Exceeded expectations,2,3,39,1,Research & Development,7871,,M,4,0,3,Manufacturing Director
1387,14,20,1,0,6286,29/08/04,3,80,1,Human Resources,Non-Travel,no,1,76,0,3,554,no,male,Y,2,2,0,Flight risk,2,0,48,1,Research & Development,7886,2,Divorsed,3,0,5,Research Scientist
1388,1,12,2,1,6739,05/12/07,2,80,1,Marketing,Travel_Rarely,no,7,30,0,3,1180,No,M,Y,4,1,0,Excellent team player,3,0,51,2,Human Resources,$11120.0,3,divorced,4,1,3,Human Resources
1389,24,15,0,6,4089,09/10/15,2,80,1,Technical Degree,Travel Rarely,Y,1,87,0,3,1041,FALSE,male,Y,3,0,0,Top performer,1,1,37,1,research & development,8786,1,single,3,0,3,Manufacturing Director
1390,14,19,1,6,7605,05/10/17,4,80,1,Life Sciences,Travel_Frequently,N,29,39,0,3,339,TRUE,FEMALE,Y,1,2,0,Key talent,2,0,30,2,Sales,8556,3,M,3,6,3,Sales Executive
1391,0,15,2,0,25724,11/06/18,2,80,1,Life Sciences,travel_frequently,No,12,37,0,4,1299,0,FEMALE,Y,4,2,0,,5,1,41,4,SALES,13946,3,married,4,0,3,Sales Executive
1392,,21,1,13,8822,02/12/17,1,80,1,Life Sciences,Rarely,no,3,55,4,3,1186,no,Male,Y,3,4,0,Average,3,0,30,1,R&D,10185,4,divorced,3,1,2,Research Scientist
1393,13,20,3,3,5321,11/10/11,3,80,1,Life Sciences,travel_rarely,no,6,63,0,3,650,1,MALE,Y,3,2,0,,1,0,55,1,Research&Development,nan,4,M,4,3,5,Research Scientist
1394,6,12,2,6,13773,16/09/22,3,80,1,Technical Degree,Rarely,No,19,48,0,3,237,Y,f,Y,3,4,0,Exceeded expectations,1,0,38,1,Sales,4505,4,DIVORCED,1,6,4,Sales Representative
1395,0,17,2,0,20933,09-15-2014,3,80,1,Life Sciences,Travel Rarely,NO,6,30,0,3,553,yes,MALE,Y,3,1,0,Good performer,1,1,33,4,Research&Development,2019,4,M,1,0,3,Research Scientist
1396,8,16,1,1,3216,21/12/09,3,80,1,Life Sciences,Frequently,NO,1,77,1,3,1349,FALSE,m,Y,2,5,1,On PIP,3,0,38,,Saless,9692,3,single,3,1,3,Sales Representative
1397,14,17,2,14,6885,28/02/22,3,80,1,Life Sciences,Rarely,yes,3,54,2,3,542,TRUE,FEMALE,Y,4,2,1,Excellent team player,1,0,24,3,Research&Development,nan,4,MARRIED,3,5,1,Research Director
1398,3,18,0,2,14170,11/04/20,3,80,1,Life Sciences,Frequently,No,14,53,0,3,1329,N,m,Y,3,3,0,,1,0,28,4,Research and Development,5576,3,divorced,3,0,1,Research Scientist
1399,,20,2,10,25277,27/03/12,3,80,1,Life Sciences,Rarely,N,8,76,4,3,126,YES,f,Y,4,2,1,New hire,4,2,47,3,Sales,14000,2,divorced,1,3,3,Sales Executive
1400,4,15,1,1,10933,13/04/07,1,80,1,Marketing,travel_rarely,NO,8,98,0,3,556,TRUE,MALE,Y,3,2,1,Top performer,1,2,31,1,Sale,5454,3,Single,4,0,4,Sales Representative
1401,8,12,1,3,24692,02/03/21,4,80,1,Medical,Frequently,No,16 km,96,3,3,794,0,m,Y,3,1,2,Flight risk,1,0,27,4,human resources,$4843.0,3,Married,2,2,3,Human Resources
1402,4,17,1,4,11906,08/11/05,3,80,1,Life Sciences,Travel_Rarely,N,17,61,0,3,809,0,Female,Y,1,3,2,High potential,1,1,nan,3,Sale,2908,4,Married,4,3,4,Sales Representative
1403,3,17,4,3,23466,02/12/23,3,80,1,Medical,Rarely,no,20 km,46,0,4,948,N,M,Y,3,2,0,,1,0,47,3,Sales,5770,1,single,3,1,1,Sales Executive
1404,19,18,4,6,25609,04/04/08,3,80,1,Life Sciences,Non Travel,N,1,90,1,3,1048,1,f,Y,3,4,0,Top performer,2,0,43,4,SALES,10883,1,M,2,6,3,Sales Executive
1405,14,17,1,1,14236,12/10/06,3,80,1,Life Sciences,Travel_Rarely,no,6,98,1,4,206,FALSE,m,Y,2,2,0,Key talent,4,3,45.0 years,2,Saless,14613,4,S,2,1,2,Sales Representative
1406,4,20,1,0,25814,11/05/21,2,80,1,Medical,Travel Rarely,No,10,40,0,3,543,TRUE,Male,Y,3,2,0,Top performer,4,0,30,1,Research and Development,$13361.0,3,divorced,4,0,3,Research Director
1407,5,17,,1,4797,28/02/05,2,80,1,Medical,Travel_Rarely,YES,11,67,0,3,135,No,Male,Y,1,2,1,New hire,2,0,24,4,Research and Development,5857,4,Married,3,1,1,Research Scientist
1408,11,24,3,3,2818,07/09/17,2,80,1,Medical,travel_rarely,NO,7,97,2,3,696,0,male,Y,4,3,2,,2,0,nan,3,Sales,6637,4,divorced,3,0,5,Manager
1409,16,23,3,8,10434,03/08/17,1,80,1,Medical,Non-Travel,No,1 km,48,3,3,254,no,M,Y,4,1,4,Flight risk,2,3,34,3,Research&Development,8679,2,S,3,5,2,Research Scientist
1410,11,19,1,2,25190,09/01/22,4,80,1,Life Sciences,travel_frequently,Yes,12,46,2,3,1292,NO,male,Y,3,2,2,Average,1,1,34,4,Research&Development,6609,2,S,4,0,4,Research Director
1411,7,18,3,4,25385,02/10/04,3,80,1,Human Resources,Travel_Rarely,no,10,42,1,3,895,N,m,Y,1,3,0,Average,1,1,nan,1,,5391,2,S,2,1,3,Manufacturing Director
1412,,12,2,8,9926,23/10/12,2,80,1,Marketing,Frequently,Y,1,30,0,4,371,no,Male,Y,3,1,0,Good performer,4,1,42,2,R&D,15199,4,single,2,5,5,Laboratory Technician
1413,14,12,0,1,22488,04/05/15,3,80,1,Technical Degree,Travel Rarely,YES,4,31,1,3,1307,no,f,Y,4,3,1,On PIP,1,0,41,2,R&D,$6061.0,1,S,3,0,3,Laboratory Technician
1414,1,17,1,1,14717,04/12/22,2,80,1,Life Sciences,travel_frequently,N,1,95,1,3,1360,no,FEMALE,Y,4,1,1,Recently promoted,1,2,56,4,research & development,5759,1,S,3,1,5,Research Scientist
1415,8,20,2,8,14069,31/05/15,3,80,1,Human Resources,travel_frequently,No,3,97,8,4,1080,FALSE,F,Y,1,3,1,Remote worker,2,0,31.0 years,2,sales,7012,2,M,1,1,1,Sales Executive
1416,5,21,3,0,26430,02/04/14,4,80,1,,Rarely,yes,1,45,0,3,221,FALSE,MALE,Y,4,6,0,Remote worker,2,1,45,,Research & Development,8260,3,S,3,0,4,Research Scientist
1417,15,23,1,0,2012,08/02/09,4,80,1,Marketing,None,YES,4,33,0,3,1498,NO,Male,Y,2,2,0,Transferred from other dept,1,1,37,1,Research and Development,3727,,MARRIED,3,0,4,Research Scientist
1418,0,20,4,0,7894,10/10/11,3,80,1,Life Sciences,Travel_Rarely,Yes,6 km,86,0,4,1449,N,Female,Y,4,2,0,Meets expectations,1,0,39,3,Research&Development,5026,4,married,4,0,2,Research Scientist
1419,5,13,1,5,25434,05/04/23,4,80,1,Marketing,travel_rarely,NO,7,52,1,4,249,N,Male,Y,4,4,1,Needs improvement,2,0,nan,2,Research and Development,8496,4,divorced,4,0,1,Manufacturing Director
1420,3,11,2,1,21401,12-31-2006,4,80,1,Human Resources,Travel_Rarely,Y,8,31,1,3,806,NO,M,Y,4,3,1,,3,1,41,2,Research & Development,13518,4,D,3,1,3,Laboratory Technician
1421,1,19,2,1,9392,05/06/05,3,80,1,Medical,None,no,14,96,1,3,1094,No,female,Y,3,3,1,Needs improvement,1,0,41,4,SALES,3035,3,Married,3,1,5,Sales Executive
1422,4,24,1,2,18102,09-30-2005,4,80,1,Medical,travel_frequently,YES,1,55,2,3,252,FALSE,f,Y,3,3,2,,2,0,46,3,Research&Development,nan,3,M,1,2,3,Healthcare Representative
1423,11,24,4,9,2689,01-24-2019,3,80,1,Human Resources,Travel Rarely,yes,1,36,1,3,1140,no,m,Y,4,2,0,New hire,2,0,33,3,sales,10221,3,single,4,0,3,Sales Representative
1424,4,24,3,4,24262,04/09/16,2,80,1,Medical,Travel Rarely,NO,15,73,1,3,650,N,m,Y,3,4,0,Good performer,4,2,29,1,research & development,15138,3,Divorsed,1,3,2,Research Director
1425,8,13,1,8,21522,24/12/09,4,80,1,Medical,travel_rarely,N,1,62,0,3,944,NO,f,Y,2,3,5,Remote worker,1,2,nan,4,,6249,2,SINGLE,4,8,1,Manufacturing Director
1426,8,11,1,1,26360,05/01/14,2,80,1,Medical,travel_rarely,No,29,93,1,3,1471,YES,m,Y,4,3,0,Needs improvement,1,2,19,2,Research&Development,5881,4,S,3,1,4,Research Scientist
1427,8,16,1,1,13932,06/05/07,3,80,1,Human Resources,Rarely,YES,14,65,0,3,1325,TRUE,female,Y,3,5,1,,2,1,55,4,Research&Development,9947,3,SINGLE,3,1,1,Laboratory Technician
1428,7,14,3,0,13766,23/10/05,3,80,1,Life Sciences,travel_rarely,No,5,33,0,3,379,no,FEMALE,Y,3,3,0,,3,1,27,4,Saless,9368,1,Married,2,0,3,Sales Representative
1429,1,24,1,1,24711,03-20-2015,4,80,1,,travel_rarely,N,29,52,1,4,521,NO,F,Y,2,3,1,Meets expectations,1,0,35,1,Saless,nan,1,Single,4,1,4,Sales Executive
1430,2,11,0,2,15292,18/09/08,2,80,1,Medical,Travel Rarely,N,1,54,1,4,1092,FALSE,MALE,Y,2,6,2,Exceeded expectations,2,0,34,2,Research & Development,nan,1,Divorsed,4,2,2,Research Scientist
1431,16,14,1,16,22687,05/12/11,3,80,1,Marketing,Rarely,no,2,56,4,3,903,1,MALE,Y,3,2,1,,1,2,39,4,Research&Development,1758,1,S,4,5,3,Research Scientist
1432,6,18,3,6,16863,01-29-2011,3,80,1,Medical,Travel_Rarely,No,8,80,3,3,454,no,f,Y,3,1,2,Excellent team player,1,2,44,2,Research and Development,6845,3,MARRIED,4,2,1,Research Scientist
1433,,21,1,0,19386,03/09/06,3,80,1,Technical Degree,travel_frequently,no,3,98,0,3,477,N,f,Y,3,2,0,Excellent team player,2,2,44,,Research & Development,9831,2,Single,1,0,3,Laboratory Technician
1434,8,17,1,8,9408,04/10/20,3,80,1,Human Resources,Rarely,No,21,52,2,3,1247,no,female,Y,2,6,1,Excellent team player,1,1,31,2,HR,4349,2,S,3,0,2,Human Resources
1435,0,22,1,0,12694,06/09/13,3,80,1,Life Sciences,Rarely,No,1 km,38,0,3,179,No,M,Y,3,3,0,Recently promoted,3,2,35,3,Research and Development,nan,,Divorced,2,0,4,Research Scientist
1436,15,11,3,0,10142,30/07/18,4,80,1,Life Sciences,Travel Rarely,NO,6,62,0,3,1087,no,Male,Y,4,2,0,High potential,2,3,39,,SALES,7891,4,single,4,0,3,Sales Representative
1437,0,20,2,0,3765,31/07/23,1,80,1,Life Sciences,travel_rarely,yes,7,64,0,3,332,no,FEMALE,Y,3,2,0,,2,0,34,2,Research and Development,8078,2,Divorsed,3,0,3,Laboratory Technician
1438,28,22,,18,17237,08/11/08,4,80,1,Life Sciences,travel_frequently,N,8,79,0,3,253,Yes,Female,Y,4,1,2,Excellent team player,2,0,51,2,Research and Development,8190,2,MARRIED,3,0,3,Research Scientist
1439,2,19,4,0,7778,01/01/22,2,80,1,Medical,Rarely,no,2,53,0,4,1006,no,F,Y,2,1,0,Top performer,2,1,41,1,Research & Development,8837,3,S,1,0,2,Research Scientist
1440,7,16,3,7,4291,15/08/06,3,80,1,Technical Degree,travel_rarely,No,3,53,1,4,1154,NO,FEMALE,Y,4,5,0,Flight risk,1,0,43,2,R&D,4741,3,Divorsed,4,4,4,Research Scientist
1441,0,12,5,0,26114,07/05/16,3,80,1,Technical Degree,No Travel,No,14,48,0,3,470,N,Male,Y,3,3,0,Excellent team player,4,2,nan,3,sales,nan,,Single,4,0,3,Sales Executive
1442,22,13,5,0,6866,20/01/23,4,80,1,Life Sciences,Travel Frequently,yes,1,68,0,3,422,N,Female,Y,3,5,0,Remote worker,5,0,47.0 years,3,Research&Development,17668,,Divorsed,4,0,3,Research Scientist
1443,39,17,3,1,10429,22/10/15,1,80,1,Life Sciences,Travel Rarely,NO,14,90,1,3,431,1,female,Y,1,2,1,Average,1,1,38,2,Sale,4089,4,Single,4,1,2,Sales Executive
1444,,13,2,1,12584,04-20-2018,3,80,1,Medical,travel_rarely,Y,6,54,1,3,342,N,M,Y,4,3,1,Top performer,1,1,25,1,Research & Development,7002,4,divorced,3,0,3,Laboratory Technician
1445,3,23,5,3,13747,09-30-2005,1,80,1,Medical,travel_rarely,NO,11,54,1,3,529,N,F,Y,4,3,0,Top performer,1,1,40,2,,2962,4,S,1,0,2,Human Resources
1446,0,13,5,0,24837,23/08/23,3,80,1,Life Sciences,Travel Rarely,no,10,56,0,3,1305,TRUE,M,Y,4,4,0,On PIP,3,0,31,4,R&D,10861,3,Married,4,0,3,Research Scientist
1447,15,15,2,0,19968,04/03/11,3,80,1,,Travel_Rarely,yes,1,61,0,3,908,No,MALE,Y,3,6,0,,3,3,32,3,Sales,12450,4,MARRIED,1,0,2,Sales Executive
1448,3,13,1,3,3307,03/03/05,2,80,1,Technical Degree,Rarely,N,6,40,0,3,475,no,female,Y,1,5,2,Excellent team player,3,0,42,4,Sales,9915,4,Divorsed,2,2,4,Sales Representative
1449,8,13,0,6,4085,29/11/19,4,80,1,Life Sciences,Travel_Frequently,no,16,98,2,3,180,no,m,Y,2,3,0,High potential,3,2,48,1,H.R.,11464,3,Divorced,1,1,2,Manager
1450,0,21,4,0,18415,14/07/23,2,80,1,Technical Degree,travel_rarely,No,4,62,0,4,519,YES,MALE,Y,2,1,0,,2,2,37,2,R&D,8815,3,DIVORCED,3,0,4,Manufacturing Director
1451,12,15,2,0,26104,16/06/13,3,80,1,Life Sciences,Frequently,no,27,48,0,4,566,no,M,Y,2,3,0,Top performer,2,0,39,2,Sale,nan,4,Divorsed,3,0,4,Sales Representative
1452,7,24,2,7,2291,16/11/15,3,80,1,Marketing,Frequently,N,4,45,5,3,1180,No,MALE,Y,3,1,1,,3,3,52.0 years,1,research & development,10891,,Single,2,7,2,Laboratory Technician
1453,12,15,1,5,5686,25/12/04,3,80,1,Medical,non-travel,NO,1,40,0,3,1445,NO,Male,Y,3,1,1,Remote worker,2,1,39,4,research & development,7765,2,S,4,4,3,Laboratory Technician
1454,15,22,2,10,14579,03/10/14,1,80,1,Life Sciences,Travel_Rarely,no,3,98,5,3,1389,NO,MALE,Y,3,2,3,Good performer,2,1,60,3,Research and Development,7172,3,S,4,2,1,Healthcare Representative
1455,0,19,3,0,3642,19/02/22,2,80,1,Technical Degree,Travel_Rarely,NO,24,84,0,4,1350,FALSE,FEMALE,Y,1,2,0,Transferred from other dept,2,1,42,3,R&D,11452,4,M,2,0,3,Research Scientist
1456,8,11,1,8,26150,26/03/10,4,80,1,Medical,Travel_Frequently,YES,3,54,4,3,928,0,M,Y,2,3,2,Exceeded expectations,2,1,nan,2,human resources,6855,3,MARRIED,4,0,4,Manager
1457,10,24,2,10,10769,26/06/22,4,80,1,Marketing,Travel_Rarely,Yes,16,63,0,3,903,no,Male,Y,3,2,0,Good performer,2,0,43,4,Research and Development,9507,2,M,4,0,3,Manufacturing Director
1458,7,11,4,7,5909,02-18-2018,3,80,1,Life Sciences,Travel Rarely,N,17 km,41,1,3,1177,FALSE,M,Y,4,3,0,Transferred from other dept,2,2,40,4,Research and Development,7410,1,SINGLE,3,3,3,Manufacturing Director
1459,2,21,2,2,19607,22/09/17,3,80,1,Life Sciences,Rarely,NO,3 km,50,2,3,1077,No,Female,Y,4,0,1,Good performer,3,1,48,3,Research&Development,9370,3,MARRIED,2,1,2,Research Scientist
1460,15,24,3,6,14268,26/10/12,4,80,1,Life Sciences,Travel_Frequently,Yes,1,58,1,3,103,FALSE,Male,Y,2,3,0,Good performer,2,0,43,4,Research&Development,8154,4,SINGLE,2,1,3,Laboratory Technician
1461,40,19,3,6,12844,13/10/09,3,80,1,Medical,travel_rarely,no,10,80,6,3,1433,N,Female,Y,3,3,0,Key talent,2,1,35,4,Sales,8973,2,single,4,6,1,Sales Executive
1462,34,15,4,4,10638,18/05/04,3,80,1,Medical,Travel Rarely,YES,2,52,0,3,702,No,F,Y,3,1,0,,3,1,25.0 years,1,Research & Development,12380,4,Married,3,1,4,Research Scientist
1463,15,14,1,0,6373,22/10/22,4,80,1,Life Sciences,None,NO,12,62,0,3,1212,Yes,Female,Y,3,4,0,Remote worker,2,1,35,1,R&D,10343,4,Divorsed,4,0,3,Research Scientist
1464,5,12,2,2,13233,28/03/09,1,80,1,Medical,travel_frequently,no,4,37,2,3,419,No,male,Y,2,3,0,On PIP,1,0,29.0 years,1,R&D,9417,2,MARRIED,4,2,4,Healthcare Representative
1465,4,22,1,0,20963,27/07/08,4,80,1,Medical,Travel Rarely,yes,5,71,0,3,1498,NO,female,Y,3,3,0,Average,1,0,31,3,Saless,5375,1,MARRIED,2,0,2,Sales Executive
1466,0,19,3,0,19806,16/01/14,3,80,1,Medical,Rarely,Yes,12,98,0,4,600,1,m,Y,2,3,0,Key talent,2,0,nan,2,Sales,7005,4,Single,2,0,3,Sales Executive
1467,5,16,3,0,9558,24/12/22,3,80,1,Medical,travel_rarely,no,3,70,0,3,1357,NO,female,Y,3,3,0,,2,1,52,4,Human Resources,nan,4,M,2,0,3,Human Resources
1468,1,19,1,1,15271,22/10/18,3,80,1,Technical Degree,Rarely,no,4,92,1,3,1460,No,f,Y,3,1,0,Top performer,5,3,40,3,Research and Development,16600,2,single,1,1,1,Manufacturing Director
1469,2,15,0,2,8745,11-23-2007,2,80,1,Medical,Travel Frequently,N,3,43,2,3,670,N,male,Y,3,3,2,Flight risk,2,0,26.0 years,4,research & development,9388,4,Married,1,1,3,Manufacturing Director
1470,22,14,2,1,20993,23/02/18,3,80,1,Medical,Travel_Frequently,NO,3,91,1,3,284,NO,M,Y,3,3,1,New hire,2,0,41,3,research & development,6054,3,MARRIED,2,1,4,Laboratory Technician
1007,16,13,1,3,23644,12-20-2004,2,80,1,Medical,No Travel,no,16,53,1,3,904,TRUE,m,Y,2,5,0,On PIP,2,1,nan,1,Sale,10405,1,Married,3,0,1,Sales Representative
955,14,18,5,6,2349,30/12/15,3,80,1,Life Sciences,travel_rarely,N,26,63,2,3,802,FALSE,MALE,Y,3,6,6,Flight risk,2,0,36.0 years,4,Research&Development,7490,4,MARRIED,2,6,3,Research Scientist
